Study_Location,Site / Sampling_Area,Species_Name,Habitat_Type,MP_Presence,MP_Count (items/individual),MP_Type,MP_Structure,MP_Color,Polymer_Type,Source_Suspected,Dominant_Risk_Type,Author
Manila Bay (aggregate),Surface waters (5 rivers combined),,Estuarine,Yes,"1,580–57,665 particles/m³","Fragment (dominant), Film, Fiber, Pellet, Foam","Angular, Irregular, Fibrous","White, Blue, Transparent, Red, Green","PP, LDPE, HDPE, PS, PU, PET","Mismanaged plastic waste, fishing, textile fibers, single-use plastics","Ecological, Food web contamination","Osorio et al., 2021"
Manila Bay (aggregate),Sediments (5 rivers combined),,Estuarine,Yes,"514–1,357 particles/kg","Fragment (dominant), Film, Pellet, Foam","Angular, Irregular, Porous","White, Transparent, Blue","PP, PE, PS","Waste dumping, macroplastic degradation",Ecological; benthic impact,"Osorio et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek – Upstream Channel,,Freshwater River (Forest Reserve),Yes,1,Fragment,Angular,,,Minimal anthropogenic input,Ecological,"Limbago et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek – Upstream Bank,,Freshwater River (Forest Reserve),Yes,1,"Fragment, Fiber","Angular, Fibrous",,,Forest litter degradation,Ecological,"Limbago et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek – Midstream Channel,,Freshwater River (University Zone),Yes,1.33,"Fragment, Fiber","Angular, Fibrous",,,"Campus runoff, domestic input",Ecological,"Limbago et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek – Midstream Bank,,Freshwater River (University Zone),Yes,6.33,"Fragment, Bead, Film, Fiber","Angular, Round, Thin, Fibrous",,Polyethylene (PE),"University waste, synthetic materials","Ecological, Bioaccumulation","Limbago et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek – Downstream Channel,,Freshwater River (Residential Area),Yes,47.33,"Fragment, Bead, Film, Fiber","Angular, Round, Thin, Fibrous",,Polypropylene (PP),"Residential discharge, laundry wastewater, degraded plastics","Ecological, Food web transfer","Limbago et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek – Downstream Bank,,Freshwater River (Residential Area),Yes,97,"Fragment, Bead, Film, Fiber","Angular, Round, Thin, Fibrous",,"Polypropylene (PP), Polyethylene (PE)","Household waste, plastic packaging, stormwater runoff","Ecological, Bioaccumulation","Limbago et al., 2021"
"Los Baños, Laguna, Philippines",Molawin Creek (Aggregate),,Freshwater River,Yes,1–97,"Fragment (dominant), Film, Fiber, Bead","Angular, Irregular, Fibrous",,"PE, PP","Land-based litter, plastic bag degradation, wastewater","Ecological, Food safety","Limbago et al., 2021"
"Cebu Province, Philippines",Argao Public Market,Mullus surmuletus,Marine (coastal),Yes,3.2 MPs/g tissue,Fragment,"Irregular, Angular","Black, Blue, Brown","PVA, PA, PVC","Agricultural runoff, waste disposal","Food safety, Bioaccumulation",Alburo et al. (2024)
"Cebu Province, Philippines",Liloan Public Market,Selar crumenophthalmus,Marine (pelagic),Yes,3.0 MPs/g tissue,Fiber,Filamentous,"Blue, Black, Red","PVA, PET","Laundry effluents, Urban waste","Ecological, Food safety",Alburo et al. (2024)
"Cebu Province, Philippines",Bogo City Public Market,Euthynnus affinis,Marine (pelagic),Yes,2.8 MPs/g tissue,Fragment,Angular,"Blue, Red, Brown","PE, PP, PET","Marine litter, Household plastic","Food safety, Bioaccumulation",Alburo et al. (2024)
"Cebu Province, Philippines",Naga City Public Market,Cypselurus opisthopus,Marine (pelagic),Yes,2.8 MPs/g tissue,Film,"Thin, Flexible","Colorless, Yellow","PVA, PVC, PU","Domestic sewage, Detergents",Ecological,Alburo et al. (2024)
"Cebu Province, Philippines",Argao Public Market,Scarus psittacus,Marine (benthic),Yes,2.5 MPs/g tissue,Fragment,Angular,"Black, Red","PA, PVA, PP",Waste mismanagement,Food safety,Alburo et al. (2024)
"Cebu Province, Philippines",Naga City Public Market,Siganus fuscescens,Marine (benthic),Yes,2.1 MPs/g tissue,Fiber,Filamentous,"Blue, Black","PVA, PES","Laundry wastewater, Textiles",Bioaccumulation,Alburo et al. (2024)
"Cebu Province, Philippines",Toledo City Public Market,Priacanthus macracanthus,Marine (benthic),Yes,1.8 MPs/g tissue,Fragment,Irregular,"Brown, Red","PP, PVC",Coastal urban waste,Ecological,Alburo et al. (2024)
"Cebu Province, Philippines",Carcar City Public Market,Nemipterus japonicus,Marine (benthic),Yes,1.6 MPs/g tissue,Fiber,Filamentous,"Blue, Black, Brown","PE, PA, PET",Fishing gear debris,Ecological,Alburo et al. (2024)
"Cebu Province, Philippines",Oslob Public Market,Lethrinus ornatus,Marine (benthic),Yes,1.5 MPs/g tissue,Fragment,Angular,"Black, Brown","PVA, PA",Packaging materials,Food safety,Alburo et al. (2024)
"Cebu Province, Philippines",Bogo City Public Market,Decapterus kurroides,Marine (pelagic),Yes,1.4 MPs/g tissue,Film,"Thin, Flexible","Colorless, Yellow","PET, PVC",Urban runoff,Ecological,Alburo et al. (2024)
"Cebu Province, Philippines",Daanbantayan Public Market,Rastrelliger kanagurta,Marine (pelagic),Yes,1.2 MPs/g tissue,Fragment,Irregular,"Black, Blue","PP, PE, PET",Domestic plastic waste,Food safety,Alburo et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog City,Selaroides leptolepis,Marine (pelagic),Yes,24 MPs,"Fiber, Fragment",Irregular,"Black, Orange","Rayon, Polyamide (Nylon), Polypropylene","Fishing nets, textiles","Ingestion hazard, Trophic transfer",Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog City,Selar crumenophthalmus,Marine (pelagic),Yes,20 MPs,"Fiber, Fragment",Irregular,"Black, Orange","Rayon, Polyamide (Nylon), Polyethylene, Polyester","Fishing gear, packaging","Bioaccumulation, Gut blockage",Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog City,Hemiramphus far,Marine (pelagic),Yes,11 MPs,"Fiber, Fragment",Irregular,"Black, Blue, Green","Rayon, Polyamide (Nylon), Polyester","Fishing nets, marine litter",Feeding interference,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog City,Auxis thazard,Marine (pelagic),Yes,4 MPs,"Fiber, Fragment",Irregular,"Red, Orange","Rayon, Polyamide (Nylon), Polyester","Marine debris, textile fiber",Nutrient absorption inhibition,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog City,Sardinella lemuru,Marine (pelagic),Yes,9 MPs,Fiber,Linear,"Black, Blue",,"Fishing gear, coastal runoff",Ingestion hazard,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog City,Katsuwonus pelamis,Marine (pelagic),Yes,4 MPs,"Fiber, Fragment",Irregular,"Black, Red",,"Fishing gear, coastal litter",Food chain contamination,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Pagadian City,Cheilopogon unicolor,Marine (pelagic),Yes,9 MPs,"Fiber, Fragment",Irregular,"Blue, Orange",,"Fishing activities, marine litter",Gut obstruction,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Pagadian City,Hemiramphus lutkei,Marine (pelagic),Yes,1 MP,Fragment,Irregular,Orange,,Fishing activities,Accidental ingestion,Seno et al. (2024)
"Agusan del Norte, Philippines",Buenavista,Decapterus macrosoma,Marine (pelagic),Yes,5 MPs,Fiber,Linear,"Blue, Black",,Fishing gear degradation,Ingestion hazard,Seno et al. (2024)
"Agusan del Norte, Philippines",Buenavista,Decapterus kurroides,Marine (pelagic),Yes,1 MP,Fiber,Linear,Black,,"Clothing fibers, nets",Feeding interference,Seno et al. (2024)
"Agusan del Norte, Philippines",Buenavista,Amblygaster leiogaster,Marine (pelagic),Yes,1 MP,Fiber,Linear,Blue,,Coastal run-off,Bioaccumulation,Seno et al. (2024)
"Agusan del Norte, Philippines",Buenavista,Sphyraena jello,Marine (pelagic),Yes,3 MPs,Fiber,Linear,Black,,Fishing line degradation,Trophic transfer,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog & Pagadian,Thunnus albacares,Marine (pelagic),No,0,,,,,,,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog & Pagadian,Euthynnus affinis,Marine (pelagic),No,0,,,,,,,Seno et al. (2024)
"Zamboanga Peninsula, Philippines",Dipolog & Pagadian,Pterocaesio pisang,Marine (pelagic),No,0,,,,,,,Seno et al. (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB1,,Processed Food (Salt),Yes,202.32 particles/kg,"Filament, Fiber, Fragment, Film, Foam","Linear, Irregular","Blue, Black, Transparent, Red, Pink",,"Packaging materials, marine debris, fishing gear","Food contamination, Human health",Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB2,,Processed Food (Salt),Yes,369.07 particles/kg,"Filament, Fiber, Fragment","Linear, Irregular","Blue, Transparent, Black",,"Salt packaging, fishing nets","Food contamination, Human health",Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB3,,Processed Food (Salt),Yes,322.38 particles/kg,"Filament, Fiber, Fragment, Film","Linear, Irregular","Blue, Black",,"Marine debris, coastal exposure",Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB4,,Processed Food (Salt),Yes,106.72 particles/kg,"Filament, Fiber, Fragment, Film, Foam","Linear, Irregular","Blue, Black, Transparent",,"Marine plastic, packaging contamination",Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB5,,Processed Food (Salt),Yes,195.65 particles/kg,"Filament, Fiber, Fragment, Film, Pellet","Linear, Irregular","Blue, Black, Red, Transparent",,"Fishing gear, industrial pellets",Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB6,,Processed Food (Salt),Yes,71.15 particles/kg,"Filament, Fiber, Fragment, Pellet","Linear, Irregular","Black, Blue",,"Industrial runoff, packaging",Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB7,,Processed Food (Salt),Yes,111.17 particles/kg,"Filament, Fiber, Fragment, Film","Linear, Irregular","Blue, Black",,"Coastal aerosol deposition, packaging",Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB8,,Processed Food (Salt),Yes,62.25 particles/kg,"Filament, Fiber, Fragment, Foam","Linear, Irregular","Blue, Black, Transparent",,Plastic debris from fishing gear,Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB9,,Processed Food (Salt),Yes,62.25 particles/kg,"Filament, Fiber, Fragment, Film","Linear, Irregular","Blue, Transparent, Black",,"Packaging, marine pollution",Food contamination,Rongap & Plantado (2024)
"Partido Area, Camarines Sur, Philippines",Commercial Salt Brand SB10,,Processed Food (Salt),Yes,15.56 particles/kg,"Fiber, Fragment","Linear, Irregular","Transparent, Black",,Packaging or handling contamination,Food contamination,Rongap & Plantado (2024)
"Metro Manila, Philippines",Taguig City,,Onshore (Road Dust),Yes,69 ± 45 particles,"Fiber, Granule, Film, Fragment",Irregular,"Blue, Yellow, Black","Polypropylene (PP), Polyvinyl Chloride (PVC), Polymethyl Methacrylate (PMMA), Ethylene Vinyl Acetate (EVA)","Tire wear, road paint, vehicle abrasion","Airborne inhalation, Human health",Romarate II & Bacosa (2024)
"Metro Manila, Philippines",Quezon City,,Onshore (Road Dust),Yes,19 ± 4 particles,"Fiber, Granule, Film",Irregular,"Blue, Yellow, Black","Polypropylene (PP), Polyvinyl Chloride (PVC)","Road dust, vehicular emissions",Airborne inhalation,Romarate II & Bacosa (2024)
"Metro Manila, Philippines",Pasay City,,Onshore (Road Dust),Yes,22 ± 8 particles,"Fiber, Granule, Fragment",Irregular,"Blue, Pink, Orange",Polypropylene (PP),"Tire abrasion, road markings",Airborne inhalation,Romarate II & Bacosa (2024)
"Metro Manila, Philippines",Manila City,,Onshore (Road Dust),Yes,31 ± 16 particles,"Fiber, Granule, Film",Irregular,"Blue, Black","Polypropylene (PP), Polyethylene (PE)","Road surface wear, exhaust particulates",Human respiratory risk,Romarate II & Bacosa (2024)
"Metro Cebu, Philippines","South Road Properties (SRP), Cebu City",,Onshore (Road Dust),Yes,26 ± 11 particles,"Fiber, Granule, Film",Irregular,"Blue, Yellow","Polypropylene (PP), Polyacetylene (PAc)","Traffic abrasion, vehicle emissions",Airborne inhalation,Romarate II & Bacosa (2024)
"Metro Cebu, Philippines",Mandaue City,,Onshore (Road Dust),Yes,23 ± 8 particles,"Fiber, Granule, Film, Fragment",Irregular,"Blue, Yellow, Black",Polypropylene (PP),Road surface degradation,Airborne inhalation,Romarate II & Bacosa (2024)
"Metro Cebu, Philippines","Fronting Port Area, Cebu City",,Onshore (Road Dust),Yes,23 ± 9 particles,"Fiber, Granule",Irregular,"Blue, Black, Yellow",Polypropylene (PP),"Port traffic, tire wear",Airborne inhalation,Romarate II & Bacosa (2024)
"Metro Cebu, Philippines","Barangay Apas, Cebu City",,Onshore (Road Dust),Yes,35 ± 20 particles,"Fiber, Granule, Film",Irregular,"Blue, Yellow, Black","Polypropylene (PP), Polyester (PES)","Vehicle emissions, road wear",Airborne inhalation,Romarate II & Bacosa (2024)
"Metro Manila & Metro Cebu, Philippines",Combined Urban Road Dust Samples,,Onshore (Road Dust),Yes,19–69 particles/station (75–272 RAMPs/m²),"Fiber (39%), Granule (35%), Film (15%), Fragment (2%)",Irregular,"Blue, Yellow, Black, Pink, White, Orange","Polypropylene (PP), PVC, PMMA, EVA, Polyester (PES), Polyethylene (PE)","Tire wear, road marking paint, vehicular emissions, surface degradation","Airborne inhalation, Human respiratory hazard",Romarate II & Bacosa (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Rural Sector (Wet Season),,Freshwater (River),Yes,"1,111 particles/m³",Fiber,Filamentous,Bright,,"Agricultural runoff, improper waste disposal",Ecological,Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Rural Sector (Dry Season),,Freshwater (River),Yes,"1,778 particles/m³",Fiber,Filamentous,Bright,,"Agricultural runoff, improper waste disposal",Ecological,Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Residential Sector (Wet Season),,Freshwater (River),Yes,"1,778 particles/m³",Fiber,Filamentous,Bright,,"Domestic waste, plastic packaging","Food safety, Ecological",Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Residential Sector (Dry Season),,Freshwater (River),Yes,"2,444 particles/m³",Fiber,Filamentous,Bright,,"Domestic waste, plastic packaging","Food safety, Ecological",Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Informal Settlement Sector (Wet Season),,Freshwater (River),Yes,"1,333 particles/m³",Fiber,Irregular,Bright,,"Household waste, illegal dumping","Human health, Ecological",Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Informal Settlement Sector (Dry Season),,Freshwater (River),Yes,"1,778 particles/m³",Fiber,Irregular,Bright,,"Household waste, illegal dumping","Human health, Ecological",Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Commercial Sector (Wet Season),,Freshwater (River),Yes,"1,556 particles/m³",Fiber,Irregular,Bright,,"Urban runoff, commercial waste","Food safety, Ecological",Priscilla et al. (2024)
"Bacolod City, Negros Occidental, Philippines",Lupit River – Commercial Sector (Dry Season),,Freshwater (River),Yes,"1,778 particles/m³",Fiber,Irregular,Bright,,"Urban runoff, commercial waste","Food safety, Ecological",Priscilla et al. (2024)
"Northern Mindanao, Philippines",Butuan Bay,Sardinella lemuru,Marine (pelagic),Yes,3.74 ± 3.92 MPs/individual,"Fiber, Fragment, Film","Irregular, Elongated, Thread-like",,,"Land-based plastic waste, fishing gear fibers, domestic wastewater","Ingestion risk, Bioaccumulation",Palermo et al. (2020)
"Northern Mindanao, Philippines",Dipolog Bay,Sardinella lemuru,Marine (pelagic),Yes,3.74 ± 3.92 MPs/individual,"Fiber, Fragment, Film","Fibrous, Elongated",,,"Urban coastal runoff, fishing activity","Ingestion, Physical blockage",Palermo et al. (2020)
"Northern Mindanao, Philippines",Gingoog Bay,Sardinella lemuru,Marine (pelagic),Yes,3.74 ± 3.92 MPs/individual,"Fiber, Fragment, Film","Fibrous, Elongated",,,Domestic and municipal waste,"Trophic transfer, Food safety",Palermo et al. (2020)
"Northern Mindanao, Philippines",Iligan Bay,Sardinella lemuru,Marine (pelagic),Yes,3.74 ± 3.92 MPs/individual,"Fiber, Fragment, Film","Thin, Elongated threads",,,Urban coastal effluents,Gastrointestinal ingestion,Palermo et al. (2020)
"Northern Mindanao, Philippines",Macajalar Bay,Sardinella lemuru,Marine (pelagic),Yes,Highest among sites,"Fiber, Fragment, Film",Irregular fibers,,,Densely populated coastal area,Human population–linked input,Palermo et al. (2020)
"Northern Mindanao, Philippines",Patawag Bay,Sardinella lemuru,Marine (pelagic),Yes,Lowest among sites,"Fiber, Fragment, Film",Filamentous,,,"Rural coastline, minimal waste management",Low contamination risk,Palermo et al. (2020)
"Northern Mindanao, Philippines",Sindangan Bay,Sardinella lemuru,Marine (pelagic),Yes,3.74 ± 3.92 MPs/individual,"Fiber, Fragment, Film",Thread-like,,,Fishing-related debris,"Ingestion, Bioaccumulation",Palermo et al. (2020)
Central Philippines,Silliman Beach,Siganus fuscescens,Marine (coastal),Yes,,Fiber,Filament,"Blue, Transparent",Rayon,"Domestic sewage, textile fibers","Ecological, Food safety, Bioaccumulation",Saha & Saha (2024)
"Metro Manila, Philippines",Pasig River and Marikina River,"Oreochromis niloticus, Arius manillensis, Pterygoplichthys disjunctivus",Riverine / Estuarine,Yes,,"Fragment, Fiber",Irregular,"Black, Blue","Polypropylene (PP), Polyethylene (PE)","Urban runoff, plastic waste discharge","Food safety, Human health",Saha & Saha (2024)
"Negros Oriental, Philippines",Coastal sediments,,Marine (coastal),Yes,,"Fiber, Fragment","Filament, Angular","Blue, Transparent","Rayon, Polyethylene (PE)","Fishing gear, household plastic debris",Ecological,Saha & Saha (2024)
"Manila Bay Region, Philippines",River mouths and surface waters,,Estuarine / Coastal,Yes,,"Fiber, Fragment",Irregular,"Black, Blue","Polypropylene (PP), Polyethylene (PE)","Industrial discharge, domestic waste","Ecological, Bioaccumulation",Saha & Saha (2024)
Philippine Coastal Waters,Marine fish (various species),,Marine,Yes,,Fiber,Filament,,"Polyethylene (PE), Polyethylene Terephthalate (PET)","Household waste, wastewater effluent","Ecological, Food safety",Saha & Saha (2024)
"Philippines (general coastal region, cited contextually in Southeast Asia review)",Coastal and marine sediments (comparative regional analysis),,Coastal / Marine,Yes,,"Fibers, Fragments",Irregular,,"PE, PP, PS (referenced common polymers in regional sediments)","Coastal urban runoff, fishing, domestic waste",Ecological / Food safety / Bioaccumulation,Prapanchan V.N. et al. (2023)
"Cebu Island, Central Visayas (referenced from cited study Paler et al., 2019; included in global sediment overview)",Coastal beaches and estuarine zones,,Coastal,Yes,100–400 items/kg (regional average comparable value),"Fragments, Fibers",Irregular,"Blue, Transparent","PE, PET, PP","Improper waste disposal, fishing debris, domestic plastic litter",Ecological / Human health,Prapanchan V.N. et al. (2023)
"Southwestern Luzon (Philippines, Paler et al., 2019 reference cited within article)",Beach sediments,,Marine / Coastal,Yes,416 items/kg (from cited source),"Fragments, Films",Angular,"Blue, White","PE, PP","Beach litter, domestic sewage",Food safety / Ecological,Prapanchan V.N. et al. (2023)
"Manila Bay (Philippines, referenced in comparative Southeast Asian sediment pollution discussion)",Nearshore sediment,,Marine / Coastal,Yes,,"Fiber, Fragment",Irregular,,"PE, PP","Urban runoff, wastewater discharge",Bioaccumulation / Ecological,Prapanchan V.N. et al. (2023)
Visayan Sea (Philippine context from regional South China Sea influence section),Coastal sediment,,Marine / Offshore,Yes,,Fragment,Irregular,,"PE, PET, PVC","Fishing, shipping, plastic degradation",Ecological / Food safety,Prapanchan V.N. et al. (2023)
Philippines (general application context),Marine environment,,Marine / Offshore,Yes,,"Fibers, Fragments, Pellets","Irregular, Angular",,"PE, PP, PS","Plastic waste accumulation, sewage discharge","Ecological, Food safety, Human health",Li (2022)
Philippines (general application context),Coastal waters / river estuaries,,Coastal / Estuarine,Yes,,"Fibers, Fragments",Irregular,,"PE, PET","Coastal waste, domestic sewage, runoff","Bioaccumulation, Ecological",Li (2022)
Philippines (generalized adaptation of industrial pollution control section),Industrial discharge zones,,Onshore / Riverine,Yes,,Fragments,Angular,,"PVC, PP","Industrial effluents, production waste",Ecological / Human health,Li (2022)
Philippines (terrestrial / agricultural application),Farmland soil (applicable to agroplastic use),,Onshore / Agricultural,Yes,,"Pellets, Fragments",Irregular,,"PE, PBAT (biodegradable polymer)","Agricultural mulch degradation, plastic litter","Soil contamination, Food chain transfer",Li (2022)
Philippines (general prevention measures),Coastal sediment treatment zones,,Marine / Coastal,Yes,,,,,"PBAT, PLA (biodegradable plastics)","Use of degradable plastics, pollution source reduction",Preventive risk management,Li (2022)
"Manila Bay, Philippines",Coastal Waters & Estuarine Inflow,,Marine / Coastal,Yes,"1,000–3,000 microplastic particles/m² (surface sediment estimate)","Fragment, Fiber, Film",Irregular,"Blue, White, Transparent","PE, PP, PET","Urban wastewater, storm drains, industrial effluents","Ecological, Human health",WWF Philippines (2021)
"Pasig River, Metro Manila",River mouth connecting to Manila Bay,,Estuarine / Riverine,Yes,">63,000 tons plastic waste/year discharged (macro + micro)","Fragment, Film, Foam","Irregular, Angular","White, Blue","PE, PP, PS","Domestic and commercial waste, drainage runoff","Ecological, Food safety, Human health",WWF Philippines (2021)
"Visayan Sea, Philippines",Coastal fishing grounds (Iloilo–Cebu area),,Marine / Offshore,Yes,,"Fragment, Fiber",Irregular,"Blue, Transparent","PE, PP","Fishing gear, aquaculture debris","Ecological, Food safety",WWF Philippines (2021)
Philippines (National Synthesis),Major river and coastal systems,,Marine / Estuarine,Yes,2.7 million metric tons mismanaged plastic waste annually (estimate),"Fragment, Film, Fiber",Irregular,Mixed colors,"PE (dominant), PP, PS, PET","Urban solid waste, river leakage, coastal dumping","Ecological, Human health, Food safety",WWF Philippines (2021)
"Metro Manila, Philippines",Pasig River Mouth,,Riverine / Estuarine,Yes,8.2 kg/m² of macroplastic per day (mean accumulation),"Fragment, Film, Foam",Irregular,"White, Transparent, Blue","PE (45%), PP (28%), PS (14%), PET (8%)","Urban solid waste, riverine inflow, domestic runoff","Ecological, Flooding risk, Human health",Labat et al. (2022)
"Metro Manila, Philippines",Meycauayan River Mouth (Bulacan),,Riverine / Estuarine,Yes,5.6 kg/m² of macroplastic per day,"Fragment, Film, Fiber",Irregular,"White, Transparent, Brown","PE (48%), PP (26%), PET (11%), PS (9%)","Industrial effluents, urban runoff, improper waste disposal","Ecological, Human health",Labat et al. (2022)
"Metro Manila, Philippines",Tullahan River Mouth,,Riverine / Estuarine,Yes,6.4 kg/m² of macroplastic per day,"Fragment, Film","Irregular, Angular","White, Transparent","PE (52%), PP (31%), PET (10%)","Domestic waste, river transport, stormwater discharge","Ecological, Flooding, Human health",Labat et al. (2022)
"Metro Manila, Philippines","Overall (Pasig, Meycauayan, Tullahan Rivers)",,Riverine / Estuarine,Yes,Mean: 6.7 ± 1.3 kg/m²/day macroplastic accumulation,"Fragment (55%), Film (30%), Foam (10%), Fiber (5%)",Irregular,"White, Blue, Transparent","PE (48%), PP (28%), PET (10%), PS (8%)","Urban waste discharge, industrial and domestic inflow","Ecological, Food safety, Human health",Labat et al. (2022)
"Manila Bay, Philippines",Coastal area near Metro Manila,,Marine / Coastal,Yes,"Estimated >300,000 microplastic particles/km² (surface water)","Fiber, Fragment, Film",Irregular,"Blue, Transparent, White","PE, PP, PET","Urban waste discharge, riverine input, domestic litter","Ecological, Food safety, Human health",Gonzales et al. (2022)
"Pasig River, Philippines",Riverine system connecting to Manila Bay,,Riverine / Estuarine,Yes,0.15–0.63 particles/L,"Fiber, Fragment, Film","Filamentous, Irregular","Blue, Transparent","PE, PET, PS","Domestic sewage, urban runoff, industrial waste","Ecological, Human health",Gonzales et al. (2022)
"Cebu City, Philippines",Coastal waters (urban shoreline),,Marine / Coastal,Yes,,"Fiber, Fragment",Irregular,"Blue, White","PE, PP","Fishing litter, municipal waste leakage",Ecological,Gonzales et al. (2022)
"Davao Gulf, Philippines",Coastal zone near Davao City,,Marine / Coastal,Yes,,"Fragment, Film",Irregular,"Transparent, White","PE, PP","Fishing gear, coastal activities","Ecological, Biodiversity",Gonzales et al. (2022)
Philippines (General overview),Urban coastal and river systems,,Marine / Estuarine,Yes,Microplastic concentration in surface water: 0.1–0.7 items/L (range from various cited studies),"Fiber, Fragment, Film","Irregular, Filamentous","Blue, Transparent","PE, PP, PET, PS","Domestic waste, packaging materials, textile fibers","Ecological, Food safety, Human health",Gonzales et al. (2022)
"Bohol Marine Triangle, Philippines",Artificial Reef Program,,Marine / Coastal,Yes,,"Plastic debris removal, coral substrate",Irregular,,"PE, PP (marine debris types reported)","Tourism waste, fishing litter, coral reef restoration","Ecological, Habitat degradation risk",Bayani & Corpus (2024)
Philippine Waters (Various Coastal Sites),OCEANFILS Floating Cleanup System,,Marine / Coastal,Yes,,"Plastic fragments, films","Irregular, Flexible",Multicolored,"PE, PP, PS","Urban and riverine inflow, marine litter accumulation","Ecological, Human health",Bayani & Corpus (2024)
Marine Protected Areas (MPAs) in the Philippines,Underwater Drone Monitoring Sites,,Marine / Offshore,Yes,,Observed floating plastics and debris,Irregular,"White, Blue, Transparent","PE, PP","Illegal fishing, urban discharge, uncollected waste","Ecological, Bioaccumulation",Bayani & Corpus (2024)
Nationwide (Philippines),Ecological Solid Waste Management Act Sites,,Coastal / Urban Interface,Yes,,"Mixed plastic waste, fragmented litter",Irregular,Mixed colors,"PE, PP, PET","Household waste, industrial discharge","Ecological, Food safety",Bayani & Corpus (2024)
Marine Protected Areas (Philippines),National Integrated Protected Areas System (NIPAS) Implementation Areas,,Marine / Coastal,Yes,,Plastic debris observed within protected zones,Irregular,Varied,"PE, PP",Tourism and coastal activities,"Ecological, Biodiversity conservation",Bayani & Corpus (2024)
"Davao Gulf, Mindanao, Philippines","Brgy. Lapu-lapu, Agdao, Davao City",Chelonia mydas (Green Turtle),Marine / Coastal,Yes,"15 plastic items (33.3% transparent, 33.3% white, 13.3% blue, 13.3% gray, 6.6% multicolored)","Soft plastic fragments, films","Flexible, Irregular","Transparent, White, Blue, Gray, Multicolored","PE, PP (implied from soft plastic composition)","Marine debris, coastal urban waste, fishing and domestic litter","Ecological (entanglement, ingestion), Food safety, Biodiversity conservation",Abreo et al. (2016)
"Laguna de Bay, Philippines","Brgy. Napindan, Taguig City (West Region)",,Freshwater / Lake Surface,Yes,4 (2–6) MPs / 1000 L,"Fragment, Fiber",Round (0.62),White (whitening via chalking),"PE, PP, PVC (chlorinated PE, PP copolymers)","Urban wastewater, Pasig River inflow, domestic runoff","Ecological, Human health",Deocaris et al. (2023)
"Laguna de Bay, Philippines","Brgy. San Isidro, Tanay, Rizal (Central Region)",,Freshwater / Lake Surface,Yes,6 (4–24) MPs / 1000 L,"Fragment, Fiber",Round (0.54),"Yellowing, whitening","PE, PP, PS, PET","Agricultural runoff, riverine input",Ecological,Deocaris et al. (2023)
"Laguna de Bay, Philippines","Brgy. Sampiruhan, Calamba, Laguna (South Region)",,Freshwater / Lake Surface,Yes,15 (11–24) MPs / 1000 L,"Fragment, Fiber, Foam",Angular (0.46),Yellow (photooxidized),"PE, PP, PET, PS, PVC, nitrile rubber","Urban and agricultural runoff, aquaculture, domestic waste","Ecological, Food safety, Human health",Deocaris et al. (2023)
